# SYNTHETIC ambient-noise recording (site A, f0 = 2.5 Hz) — QuakeLogic HVSR Studio example, NOT field data
# model: 1-DOF resonant amplification, f0 = 2.5 Hz, A0 = 5.00, damping = 0.1021
# sample_rate = 100 Hz, start = 2025-01-01T00:00:00.000000Z, units = counts
time_s	north	east	vertical
6.66	-93.8447	53.8780	-44.0378
6.67	-100.6848	47.1850	-2.1811
6.68	-112.1576	33.0328	-54.8943
6.69	-121.0776	26.7391	-143.8554
6.70	-127.2002	19.8828	-76.2876
6.71	-133.7247	11.3777	160.2578
6.72	-129.4711	1.0230	-63.3670
6.73	-118.9759	-5.6695	-7.4772
6.74	-108.8498	-11.8190	82.5527
6.75	-96.5186	-22.9750	148.8076
6.76	-88.9731	-30.6495	-36.1212
6.77	-76.1601	-41.0460	107.6611
6.78	-56.2986	-49.8883	-92.0944
6.79	-40.0668	-53.1524	32.2793
6.80	-23.7956	-49.3853	-145.5455
6.81	2.6015	-47.2308	65.7102
6.82	20.6453	-51.5832	135.2215
6.83	38.8970	-48.4762	-43.9785
6.84	56.0319	-44.0388	64.9755
6.85	65.6489	-49.9584	22.8945
6.86	72.0596	-56.9759	61.4509
6.87	80.9110	-61.4456	74.0222
6.88	91.3758	-58.7162	-91.5577
6.89	96.7240	-54.2997	-62.3442
6.90	91.5566	-50.5973	-120.1615
6.91	86.0697	-47.6295	203.9352
6.92	80.4459	-44.9656	-65.6946
6.93	79.4564	-33.9098	121.4824
6.94	76.1490	-22.8724	39.1109
6.95	65.2703	-5.6723	-8.2887
6.96	53.1236	8.4392	129.0858
6.97	42.5618	28.7279	174.7384
6.98	28.7124	43.6967	-125.3412
6.99	19.9937	55.2541	-79.0336
7.00	12.8915	63.7119	148.2003
7.01	4.0025	67.1702	-66.7725
7.02	-11.0421	68.0213	-80.6329
7.03	-28.3584	69.4532	9.7767
7.04	-45.8017	70.1052	80.7072
7.05	-52.6068	69.0356	-71.8231
7.06	-61.7070	68.6921	-1.6965
7.07	-72.4140	67.5334	-13.0084
7.08	-83.1867	68.9180	168.7826
7.09	-92.5261	57.7999	37.8859
7.10	-99.9303	50.5885	-84.4253
7.11	-108.7732	41.8827	-10.4995
7.12	-112.5735	33.7767	-81.2915
7.13	-106.5646	25.7384	51.1825
7.14	-100.5149	26.2161	41.0871
7.15	-89.4094	19.5385	5.9990
7.16	-76.3940	14.0269	112.9909
7.17	-64.1927	10.1631	173.6525
7.18	-49.5122	10.0996	-139.3787
7.19	-40.9194	10.2955	-42.5199
7.20	-27.0692	9.3544	-210.7827
7.21	-13.9148	12.7667	-95.7834
7.22	-5.8520	16.7846	-147.1882
7.23	1.6533	23.6637	-127.8531
7.24	3.1097	30.7500	-26.8365
7.25	4.1355	38.4701	71.0463
7.26	7.5340	43.8553	-177.2073
7.27	6.1375	43.5063	-150.5054
7.28	5.0819	42.8488	-222.3706
7.29	16.6271	47.6394	34.5593
7.30	21.3129	46.1548	193.6779
7.31	23.8963	46.7078	-51.2107
7.32	27.5937	45.8554	-71.8040
7.33	29.3482	42.8160	-84.0506
7.34	24.5972	38.1559	-93.2874
7.35	18.7277	34.0403	115.8066
7.36	13.1402	26.9556	191.6941
7.37	9.3275	14.0829	-45.0554
7.38	8.8737	1.5493	77.2215
7.39	3.3143	-10.0542	-36.6446
7.40	-5.5470	-15.5713	83.3840
7.41	-14.4940	-26.1814	-228.7743
7.42	-19.5302	-36.1844	-5.4812
7.43	-24.4282	-41.9191	23.5829
7.44	-34.4803	-38.7806	9.0929
7.45	-34.7876	-41.8884	-17.5894
7.46	-38.7444	-39.3907	136.7488
7.47	-42.3872	-38.8882	-34.0792
7.48	-40.4558	-39.4703	-0.4258
7.49	-43.1362	-38.5285	10.1574
7.50	-43.0988	-38.0799	81.6146
7.51	-44.9442	-43.0753	35.5583
7.52	-40.3266	-42.5854	-108.9403
7.53	-37.4912	-44.1811	-41.1750
7.54	-23.8053	-44.1388	3.2027
7.55	-12.6715	-42.7621	132.3500
7.56	-12.6734	-42.5799	48.2346
7.57	-9.9657	-48.7159	170.9021
7.58	-12.3537	-46.0203	-204.3652
7.59	-11.5752	-39.4755	131.5865
7.60	-15.6260	-25.5530	134.4276
7.61	-15.3892	-14.6156	155.0953
7.62	-19.4908	-1.3857	143.5930
7.63	-19.0657	13.2575	-127.9393
7.64	-20.7660	21.3408	-89.2027
7.65	-26.7200	32.8617	41.5788
7.66	-31.4644	36.9478	29.8436
7.67	-30.5747	42.5029	-112.0541
7.68	-29.6174	48.0083	-36.3043
7.69	-36.3698	46.9729	-158.0244
7.70	-40.7535	44.4369	-7.7553
7.71	-40.0079	39.4072	91.7507
7.72	-44.1714	33.7366	-7.3272
7.73	-46.7762	30.6926	-162.0270
7.74	-42.7406	29.9737	117.3814
7.75	-40.8766	26.2058	50.5699
7.76	-39.5063	19.1976	-1.0033
7.77	-37.0781	12.4065	-16.0060
7.78	-34.2220	6.8431	64.8231
7.79	-31.0300	2.0205	-69.8687
7.80	-25.0935	-8.9193	-26.7489
7.81	-20.3155	-18.2699	-73.9921
7.82	-23.1407	-28.5676	14.6255
7.83	-21.6097	-37.9695	-121.7359
7.84	-15.8015	-42.4482	-102.9247
7.85	-11.5288	-43.7933	22.5444
7.86	1.0562	-43.0909	5.1516
7.87	1.4358	-44.2649	119.9530
7.88	-1.2421	-42.2257	134.6412
7.89	0.0698	-36.0129	-139.5549
7.90	-7.8008	-33.2145	-88.0275
7.91	-17.0693	-33.0677	-37.7654
7.92	-24.3696	-30.9079	-63.4205
7.93	-35.3074	-27.9082	59.1583
7.94	-40.0342	-22.6284	17.5734
7.95	-40.3991	-18.3118	55.1128
7.96	-39.7477	-14.8547	-11.5437
7.97	-39.5956	-12.8269	-9.0053
7.98	-37.5841	-13.8521	-68.3820
7.99	-36.5031	-10.9603	-87.2455
8.00	-38.1155	-7.7533	-88.7292
8.01	-41.0823	-6.4854	-132.6280
8.02	-41.6646	-5.9985	16.7441
8.03	-42.2821	-14.6198	113.6272
8.04	-45.1165	-27.2423	45.6975
8.05	-44.7649	-29.6481	-126.2999
8.06	-46.5842	-36.4250	-142.0541
8.07	-46.8052	-39.9304	263.7104
8.08	-39.5836	-47.7458	126.7868
8.09	-30.7522	-54.6710	-70.6077
8.10	-25.4131	-59.8101	42.3984
8.11	-24.7513	-59.9675	-119.6419
8.12	-32.9876	-59.3124	133.3828
8.13	-38.9335	-50.6478	-160.0328
8.14	-37.0144	-43.2536	-5.4470
8.15	-38.2666	-32.7531	66.4373
8.16	-42.6350	-14.3949	-109.5666
8.17	-49.2238	7.5055	-26.7464
8.18	-50.1257	26.9942	-217.0812
8.19	-47.0415	44.7846	-42.2444
8.20	-47.6760	69.9804	-128.5516
8.21	-43.3290	84.0970	-58.3783
8.22	-27.3412	103.8669	-134.3191
8.23	-21.3440	115.8766	113.9881
8.24	-15.0059	126.6625	-15.7901
8.25	-6.2436	136.1940	-111.8961
8.26	3.9906	134.9657	-53.3134
8.27	15.5982	134.4029	-136.3790
8.28	22.7630	137.1724	16.3030
8.29	26.7208	132.2539	-46.6959
8.30	31.8701	125.1247	95.0852
8.31	31.9337	122.4507	112.5943
8.32	34.7250	113.0233	54.1768
8.33	34.7883	100.2661	-118.3193
8.34	38.8650	90.6235	52.7304
8.35	36.5043	78.9142	-268.3027
8.36	40.8275	61.1193	80.1212
8.37	47.8258	34.2685	-86.2717
8.38	46.9537	10.1246	145.3783
8.39	46.7775	-9.9429	11.3548
8.40	47.0867	-28.5670	-212.9557
8.41	48.7945	-48.4104	112.4259
8.42	47.8848	-66.8290	-17.9019
8.43	38.0817	-88.4031	78.6013
8.44	33.6324	-108.1707	-29.2190
8.45	29.8059	-122.4068	-16.3555
8.46	26.1118	-133.1086	163.1537
8.47	18.2438	-137.6871	112.8876
8.48	4.3043	-142.1409	47.2642
8.49	-12.2669	-143.2935	45.7908
8.50	-26.6027	-142.8519	-27.5469
8.51	-37.8358	-142.1010	42.5683
8.52	-43.4414	-136.3678	-48.4333
8.53	-52.4839	-129.0978	15.9169
8.54	-65.6853	-118.2010	-80.7915
8.55	-72.3812	-108.3511	105.7174
8.56	-79.8182	-89.0425	-121.6252
8.57	-85.3707	-66.9174	-82.3556
8.58	-92.7377	-42.0465	-48.9477
8.59	-98.2583	-20.3345	-131.3177
8.60	-106.8848	8.7941	44.1588
8.61	-114.4233	37.1863	72.4472
8.62	-111.0151	62.2903	-68.9396
8.63	-106.8014	87.1388	68.5285
8.64	-95.0368	111.2250	33.4158
8.65	-94.6022	127.1689	70.7851
8.66	-85.1614	142.1731	-11.3054
8.67	-74.9510	152.5553	-190.6234
8.68	-73.2768	158.8731	65.0349
8.69	-67.3529	159.4787	14.0842
8.70	-52.9646	151.2507	144.0986
8.71	-39.1882	146.8139	185.0654
8.72	-28.4013	142.0193	110.3051
8.73	-17.7115	120.0768	-28.7099
8.74	-5.5506	97.0342	99.3346
8.75	5.2223	73.5243	-105.0640
8.76	13.5278	49.1594	-204.1760
8.77	26.4566	22.2061	15.1419
8.78	38.1718	-4.4871	131.4451
8.79	46.2549	-26.6613	-105.7357
8.80	58.6968	-57.3147	-240.2198
8.81	74.7107	-83.2921	107.5336
8.82	82.7174	-104.8379	-98.8067
8.83	90.4778	-120.0903	32.3226
8.84	100.9131	-136.1235	54.8975
8.85	107.9719	-145.3900	-110.0157
8.86	105.5146	-149.4762	-37.9973
8.87	103.5908	-148.5828	52.1089
8.88	105.9730	-143.4954	-190.1194
8.89	107.1699	-141.5146	126.9559
8.90	111.0771	-127.1314	-181.5921
8.91	110.9815	-113.2273	130.1984
8.92	98.7709	-93.2546	-72.6415
8.93	86.0570	-74.4890	167.7847
8.94	78.3804	-59.5059	78.1550
8.95	68.2564	-41.1534	29.2072
8.96	57.9372	-22.2022	57.4567
8.97	46.3652	-0.4638	32.4249
8.98	28.3875	26.7572	2.7486
8.99	10.0142	57.2748	152.2688
9.00	-6.5672	80.5986	123.5723
9.01	-19.7679	106.3844	67.7236
9.02	-32.5296	126.0171	-68.5806
9.03	-43.9950	141.3068	8.8974
9.04	-50.3817	148.1370	135.2043
9.05	-52.1829	158.0928	-184.6143
9.06	-56.3844	164.3018	-236.1367
9.07	-55.8179	170.8703	-34.3551
9.08	-52.2529	173.4557	40.9951
9.09	-54.1501	175.7863	-71.4448
9.10	-46.5064	170.7857	57.7080
9.11	-31.4858	160.1107	76.7390
9.12	-9.6889	146.6112	201.4194
9.13	9.3586	127.5323	18.4882
9.14	21.2916	116.3301	-18.9791
9.15	27.9157	105.1219	3.8339
9.16	36.5331	84.4680	-19.4071
9.17	43.4482	68.6494	-217.9025
9.18	48.7316	53.1579	65.1090
9.19	47.2771	30.7200	12.1599
9.20	48.1699	7.7724	52.6464
9.21	46.5358	-13.1756	65.9740
9.22	48.2636	-33.3006	96.1777
9.23	50.5774	-55.1370	-101.7244
9.24	53.5586	-74.2199	224.4440
9.25	52.7377	-88.1705	90.0341
9.26	50.7906	-101.7301	25.8989
9.27	43.4294	-115.6183	58.5950
9.28	31.1802	-124.9972	-48.5827
9.29	17.7704	-131.5451	-25.0418
9.30	0.7550	-133.2275	-75.7883
9.31	-10.0917	-130.9807	55.9554
9.32	-21.4789	-128.2643	-88.9293
9.33	-28.0724	-123.0485	22.2410
9.34	-32.4990	-121.3401	-70.7739
9.35	-41.0094	-111.9200	-29.7160
9.36	-46.2019	-97.9105	-101.3395
9.37	-54.7460	-81.4946	18.0276
9.38	-55.5524	-62.0766	9.1176
9.39	-57.2963	-28.4413	-177.5273
9.40	-58.5837	-2.1474	25.7461
9.41	-49.2997	24.0186	-95.9869
9.42	-38.9010	50.8474	-81.7872
9.43	-29.0951	77.7356	-70.8290
9.44	-19.8879	103.0493	-100.9792
9.45	-10.2940	127.5731	-43.8874
9.46	0.6539	149.3949	32.9100
9.47	14.3928	167.7388	-46.4188
9.48	17.3607	175.9723	-1.0061
9.49	24.3604	173.7365	-60.0429
9.50	23.0579	161.4722	-195.9663
9.51	21.1619	151.6336	-94.9924
9.52	25.0698	141.1612	-149.0611
9.53	24.8523	124.4982	-171.6915
9.54	29.1680	105.5197	-11.8909
9.55	25.9813	94.0323	-23.3377
9.56	19.4252	78.9331	-88.0851
9.57	17.0755	63.2527	-24.2919
9.58	11.8500	49.5610	92.1947
9.59	1.8098	36.8540	48.5912
9.60	-10.4224	22.4169	-20.1294
9.61	-20.8772	9.8588	80.4224
9.62	-29.0517	-3.0862	-2.3256
9.63	-43.8372	-19.3103	12.5851
9.64	-54.9529	-38.5832	-45.9464
9.65	-64.5348	-48.9557	85.4350
9.66	-71.9701	-55.9037	26.3172
9.67	-78.1639	-56.0803	-11.3556
9.68	-71.0591	-60.9442	61.7239
9.69	-68.6535	-66.3720	125.1056
9.70	-63.3467	-66.3696	-118.2960
9.71	-50.7876	-65.6381	-108.2685
9.72	-38.5487	-70.0164	67.9217
9.73	-22.9199	-67.3210	-15.8882
9.74	-8.7421	-57.9777	143.8560
9.75	-3.5679	-55.3941	-22.8860
9.76	5.4419	-47.5840	17.1907
9.77	11.9650	-41.4990	-22.2717
9.78	23.5910	-32.0625	-48.2663
9.79	39.1443	-21.0587	-27.8865
9.80	49.2005	-14.1925	-102.0419
9.81	60.0475	-8.4162	-73.5189
9.82	66.8380	1.9129	-83.6574
9.83	86.2092	3.9323	35.3221
9.84	95.3284	4.9559	-156.7266
9.85	99.9444	2.6379	53.2320
9.86	103.4151	4.1438	-59.0405
9.87	108.6542	5.4078	-28.7946
9.88	108.6267	5.6011	193.6877
9.89	96.4375	10.4979	36.2063
9.90	90.2314	14.7337	153.5457
9.91	80.9003	22.5584	-146.4854
9.92	68.0490	29.1311	-15.7809
9.93	48.8969	32.4320	-34.5311
9.94	28.3474	32.8328	-5.2641
9.95	10.8306	33.5747	-78.2917
9.96	-11.8904	28.8281	147.1655
9.97	-35.4830	24.4103	102.2343
9.98	-56.1207	15.8326	80.1072
9.99	-77.7025	2.6364	58.4873
10.00	-92.0685	-1.7355	40.5499
10.01	-102.7888	-16.7510	96.7390
10.02	-106.7201	-26.4124	104.0282
10.03	-113.7773	-39.7772	58.7034
10.04	-118.5099	-51.4204	88.4658
10.05	-122.3865	-66.7186	166.4838
10.06	-119.3674	-76.6553	7.5807
10.07	-114.9510	-87.7459	-293.9119
10.08	-106.6236	-97.4584	111.7566
10.09	-92.6235	-96.3933	-12.6369
10.10	-78.0766	-97.7765	155.4789
10.11	-61.9515	-94.7561	-78.3656
10.12	-44.3499	-90.6887	-129.3998
10.13	-24.1784	-83.8040	7.3143
10.14	-5.4980	-68.3238	8.3202
10.15	20.1323	-56.9756	126.0763
10.16	40.7087	-44.5991	63.6098
10.17	65.5308	-27.8307	-198.3655
10.18	82.1239	-19.8271	-73.6263
10.19	99.7398	-9.3031	-238.9449
10.20	113.5923	1.6662	77.0125
10.21	118.5852	6.4306	61.9470
10.22	125.6943	5.6971	63.2523
10.23	131.9739	8.9782	90.4054
10.24	135.0238	8.0489	-11.3523
10.25	129.2899	-0.3571	-109.1854
10.26	122.0588	-3.3477	54.6588
10.27	108.3293	-7.2383	161.2752
10.28	91.4506	-10.0770	24.3785
10.29	70.8758	-14.5944	202.5052
10.30	48.9972	-20.6224	114.1663
10.31	28.5485	-30.3582	3.4027
10.32	4.6663	-43.2560	18.1924
10.33	-21.7456	-48.3746	82.8285
10.34	-46.4632	-50.3547	-57.3690
10.35	-69.7946	-54.8997	23.1860
10.36	-95.7009	-53.1679	205.1033
10.37	-122.8171	-46.5313	223.8701
10.38	-144.9942	-36.2445	66.2520
10.39	-165.0664	-22.5637	-14.0359
10.40	-185.9476	-15.1699	25.1540
10.41	-194.8867	-1.0021	-1.4555
10.42	-201.0772	8.6535	-124.8523
10.43	-204.2934	20.3142	57.3606
10.44	-205.6774	31.8797	190.0614
10.45	-206.9562	49.1706	-22.7352
10.46	-203.9333	60.3320	-122.3736
10.47	-195.9290	69.5862	115.4631
10.48	-181.8873	78.6965	214.3905
10.49	-169.4585	88.7556	170.9696
10.50	-154.3847	92.9459	-151.0361
10.51	-140.2452	101.3425	92.1712
10.52	-120.0655	111.9139	-164.1512
10.53	-94.4207	109.1652	19.6721
10.54	-69.5966	101.8033	3.3494
10.55	-40.1647	91.8590	-125.7173
10.56	-23.5171	77.1185	-9.9740
10.57	1.8868	63.3365	221.8374
10.58	25.2132	37.7415	-85.1598
10.59	51.2202	15.8169	156.0044
10.60	79.3887	-2.1714	34.9615
10.61	107.1820	-28.9862	163.2624
10.62	128.6190	-48.1924	181.9761
10.63	141.5038	-68.2848	-106.7843
10.64	152.8206	-81.4818	-132.0968
10.65	161.2913	-88.9278	141.7158
10.66	169.6424	-94.9565	-29.0612
10.67	167.5956	-104.1116	-27.3524
10.68	163.8461	-106.3895	54.9405
10.69	147.4742	-104.5367	-26.2464
10.70	129.8100	-103.3177	-88.2693
10.71	110.5284	-100.6141	-147.7293
10.72	88.6909	-97.0287	-146.4687
10.73	63.9838	-93.8834	97.4861
10.74	35.3968	-88.0628	-22.5255
10.75	7.1092	-80.3336	-62.7473
10.76	-25.0002	-72.2284	21.3864
10.77	-53.5775	-63.0754	-54.9768
10.78	-81.8267	-52.6365	-34.5167
10.79	-106.8531	-33.4495	102.7667
10.80	-129.2190	-11.4250	72.4400
10.81	-153.4572	5.4592	43.1091
10.82	-168.4980	29.9204	-146.3502
10.83	-177.5075	47.7308	-39.4682
10.84	-191.1578	66.9753	121.5113
10.85	-198.6426	87.4524	-25.8213
10.86	-196.0272	104.1319	110.0678
10.87	-194.8402	123.9854	-113.0316
10.88	-192.6167	136.9651	68.6606
10.89	-186.4559	146.8493	-21.5942
10.90	-173.8642	151.0827	-207.0449
10.91	-167.6654	158.6499	-25.4584
10.92	-155.5470	160.4453	-193.1345
10.93	-138.0095	155.4485	38.7037
10.94	-116.3336	150.4490	95.8664
10.95	-94.3200	140.1882	37.0567
10.96	-71.4752	122.9426	-53.5561
10.97	-48.4167	104.2428	-36.2991
10.98	-29.2675	82.4896	-103.3927
10.99	-8.4296	60.0872	-92.2040
11.00	12.2062	40.3908	1.7949
11.01	33.9564	19.7407	-17.7601
11.02	57.9656	-6.8585	28.5502
11.03	77.0132	-40.9990	16.7327
11.04	89.1228	-67.3916	199.5799
11.05	100.5114	-85.5391	88.2569
11.06	113.8346	-109.1433	-58.0992
11.07	126.2877	-125.6262	-32.5084
11.08	133.2515	-143.1520	96.3616
11.09	135.5365	-160.2684	-70.3710
11.10	138.1889	-168.0426	-32.3057
11.11	141.9701	-174.7614	-47.7121
11.12	142.5358	-172.3663	-185.4206
11.13	133.1736	-163.2516	55.9510
11.14	121.8343	-147.1135	-135.9343
11.15	107.0280	-138.8400	-56.4486
11.16	89.6533	-122.0863	75.8007
11.17	69.2861	-98.9365	91.3054
11.18	46.7939	-67.8683	90.4478
11.19	27.0741	-36.3824	47.1994
11.20	10.1948	-2.8844	-80.9221
11.21	-1.1563	30.9515	0.6995
11.22	-11.5862	56.9037	20.8760
11.23	-24.7961	85.1527	-159.9645
11.24	-37.3804	118.4216	-63.3415
11.25	-45.1489	148.6490	101.5735
11.26	-59.7119	176.4009	114.6551
11.27	-71.8476	197.8756	-73.4088
11.28	-85.4283	212.5458	75.3631
11.29	-94.0644	209.1811	25.4400
11.30	-92.4086	202.0519	46.3121
11.31	-87.5769	191.8298	10.6676
11.32	-79.6604	171.4274	-170.9465
11.33	-74.9404	145.0251	23.4680
11.34	-66.0104	111.1985	-90.8735
11.35	-57.6594	79.7074	-13.8074
11.36	-48.8414	42.5087	46.2472
11.37	-37.9934	2.9224	-46.0824
11.38	-26.9849	-33.0275	21.1140
11.39	-19.4383	-71.4872	-103.4263
11.40	-6.8908	-108.6880	238.0664
11.41	7.5278	-141.1287	-46.8198
11.42	16.1554	-173.2773	-33.6608
11.43	17.6080	-197.9831	79.8014
11.44	19.7143	-217.9672	-135.3170
11.45	17.8620	-234.6924	17.4265
11.46	18.3396	-241.9965	-72.5361
11.47	14.8792	-247.4723	-48.6086
11.48	13.6437	-252.9704	-126.1320
11.49	15.5200	-257.0862	155.4326
11.50	14.1316	-247.3418	-69.5088
11.51	13.8001	-234.9317	133.1031
11.52	4.1826	-217.2258	102.2316
11.53	-5.9656	-192.2676	57.7642
11.54	-10.3189	-160.5010	-42.2255
11.55	-12.1863	-126.3481	94.2140
11.56	-12.9566	-85.8266	-143.9931
11.57	-15.5838	-45.2411	-117.5047
11.58	-17.4015	-2.2273	-49.8119
11.59	-25.8430	29.9710	32.4465
11.60	-33.9705	66.0457	0.9436
11.61	-38.2394	100.4264	-164.2794
11.62	-39.6857	130.9911	69.0248
11.63	-39.1807	160.4960	-111.5522
11.64	-34.0900	183.2477	-96.8031
11.65	-27.3586	197.7705	180.9252
11.66	-17.6347	208.6350	56.6709
11.67	-8.0912	212.4212	101.3301
11.68	0.9792	217.6488	125.2686
11.69	2.7147	213.8896	129.6829
11.70	2.1567	207.0142	-15.7417
11.71	7.8718	199.6070	-154.5000
11.72	16.0354	195.1479	26.9710
11.73	24.9611	182.9162	-8.7554
11.74	40.6670	164.8553	104.8345
11.75	45.5185	143.0504	84.5183
11.76	49.4129	111.4081	51.1869
11.77	54.8354	81.9550	-4.1224
11.78	54.8204	55.1297	-8.5799
11.79	55.1116	19.0164	33.3816
11.80	52.6012	-16.3835	169.9747
11.81	53.0174	-46.6456	115.2887
11.82	59.4804	-77.4836	-67.0802
11.83	59.8955	-104.1895	69.4977
11.84	56.7996	-119.7936	-91.4850
11.85	54.5831	-136.5374	-100.3494
11.86	50.5043	-160.2834	-63.3483
11.87	54.7953	-171.4543	49.4901
11.88	56.5243	-182.7970	33.7434
11.89	56.6798	-183.1801	58.3778
11.90	61.7012	-184.0274	6.0398
11.91	66.5813	-179.0534	-42.5203
11.92	73.7629	-170.8492	-182.9026
11.93	79.8253	-154.3492	-86.8718
11.94	83.7070	-134.2570	80.7247
11.95	87.3975	-117.3497	195.1809
11.96	88.8553	-105.1001	106.8556
11.97	89.9835	-79.2536	-23.5370
11.98	85.3713	-52.5991	145.8000
11.99	73.5264	-33.2451	46.4614
12.00	69.2907	-7.8403	-48.0595
12.01	60.8860	16.8723	-15.7915
12.02	49.2451	39.4811	-94.4285
12.03	31.1545	58.6673	-73.0306
12.04	9.0285	79.4828	-97.0494
12.05	-5.4490	94.7391	28.1697
12.06	-19.8931	109.5508	-63.1610
12.07	-26.2884	119.3557	7.2703
12.08	-32.2549	116.8221	35.7545
12.09	-42.9214	111.3847	-130.5335
12.10	-49.0468	106.0571	33.7226
12.11	-53.7189	98.7284	-128.2043
12.12	-56.0844	86.0175	-2.2025
12.13	-58.0697	76.8472	-97.6522
12.14	-63.9311	62.7623	310.3831
12.15	-65.7563	49.1572	42.4707
12.16	-72.8963	42.1333	4.0863
12.17	-77.0971	28.6441	-98.2010
12.18	-79.0849	7.0715	100.8829
12.19	-83.5928	-4.4804	-5.3471
12.20	-83.9920	-14.2679	-107.7824
12.21	-90.2622	-32.6259	132.4106
12.22	-96.9830	-48.4093	-43.6285
12.23	-93.8443	-64.8011	-102.5067
12.24	-90.2148	-74.1922	-7.2167
12.25	-84.3890	-84.6453	-2.9804
12.26	-75.9543	-90.7422	99.3438
12.27	-60.0128	-95.3391	38.5078
12.28	-49.1360	-94.1531	-1.9608
12.29	-37.7693	-94.8376	60.4875
12.30	-21.4477	-98.4561	1.8377
12.31	-3.2502	-97.7825	163.6275
12.32	11.1709	-92.4760	151.5609
12.33	27.2946	-79.7086	122.3944
12.34	43.5223	-69.4581	51.7288
12.35	61.3209	-56.7532	111.8285
12.36	74.6123	-46.8337	74.1298
12.37	86.9263	-35.0882	-52.7172
12.38	97.8926	-25.1847	-36.9100
12.39	103.7919	-10.9971	-57.7983
12.40	109.4506	8.0325	109.0387
12.41	115.6516	23.6922	61.2681
12.42	112.3196	32.1391	-100.9708
12.43	109.1658	39.2223	83.1804
12.44	101.8202	45.6619	-7.4935
12.45	92.8774	53.5428	137.2497
12.46	85.6948	67.5515	-19.1908
12.47	76.5389	76.1767	14.2926
12.48	68.8581	83.4524	65.3497
12.49	55.6306	89.7464	2.7436
12.50	34.6965	99.5930	-14.7246
12.51	6.0651	99.2866	-51.2381
12.52	-14.6694	95.9091	4.5152
12.53	-33.6652	88.9771	11.3748
12.54	-52.5073	84.6654	55.0605
12.55	-63.2795	80.0913	7.6823
12.56	-75.8731	71.1217	177.6646
12.57	-92.2648	66.1099	-32.1570
12.58	-103.2300	60.0684	-94.1402
12.59	-110.2421	53.1929	-7.3639
12.60	-105.6989	38.8002	38.1014
12.61	-101.8181	26.6319	162.6990
12.62	-96.9984	14.1609	152.2807
12.63	-86.5051	2.8085	-148.2195
12.64	-77.2760	-12.0691	62.2369
12.65	-68.2717	-28.2910	-3.0487
12.66	-47.6848	-38.1544	46.0117
12.67	-30.2894	-47.2218	-51.3506
12.68	-14.1719	-49.0732	-53.2402
12.69	2.7355	-53.1201	106.0218
12.70	18.1763	-59.1568	-24.8473
12.71	39.0901	-66.7216	4.1049
12.72	57.5717	-68.6882	19.7126
12.73	70.4529	-75.6109	-82.7114
12.74	86.1121	-77.4062	-35.4999
12.75	101.1596	-75.4747	-87.9142
12.76	112.5379	-80.5723	-38.8721
12.77	121.3413	-79.5166	63.9805
12.78	115.8815	-82.9026	138.7844
12.79	112.5466	-78.5998	-232.8280
12.80	109.6590	-69.1243	171.1798
12.81	103.0612	-66.8659	44.9789
12.82	90.0212	-59.2330	49.1825
12.83	74.6648	-55.0509	66.5044
12.84	57.3474	-51.6220	-141.0879
12.85	34.2500	-46.9751	-84.1924
12.86	15.8293	-43.0009	60.0619
12.87	-3.1062	-34.2233	57.8997
12.88	-24.9325	-20.0603	11.5242
12.89	-53.5694	-5.5081	9.6885
12.90	-79.4282	13.7417	-83.5205
12.91	-107.9958	32.2730	-59.8599
12.92	-134.6833	51.2042	50.7728
12.93	-153.1833	76.5487	-85.5434
12.94	-173.5813	100.7088	-5.5980
12.95	-188.2444	118.6544	-137.9277
12.96	-201.3247	132.7160	64.5308
12.97	-206.9022	146.9042	-25.7366
12.98	-204.1778	160.9994	245.6794
12.99	-205.3726	166.1125	46.1309
13.00	-198.3116	157.7749	-132.4583
13.01	-186.1012	150.7340	-29.8721
13.02	-170.3363	142.1450	-90.6102
13.03	-144.3212	131.6312	167.7926
13.04	-119.3585	121.5721	-108.0670
13.05	-93.2569	116.2138	156.4382
13.06	-66.7091	109.4846	-80.4723
13.07	-45.6044	97.1781	-20.2827
13.08	-21.2329	82.4518	-6.9855
13.09	5.2948	75.9945	-43.4573
13.10	27.3898	63.5849	-10.4015
13.11	47.6709	44.6524	-104.6807
13.12	65.1669	26.0465	-105.2438
13.13	81.0122	9.4073	192.6236
13.14	93.1900	-8.1062	60.3033
13.15	103.1831	-18.1191	125.0717
13.16	112.8953	-28.8597	141.1737
13.17	121.6690	-41.1630	68.4267
13.18	122.2424	-54.0465	138.8254
13.19	122.8834	-64.4531	-245.0413
13.20	117.0057	-74.5012	45.0527
13.21	108.3564	-80.0636	23.9850
13.22	99.5205	-89.7173	-171.2393
13.23	85.8723	-91.7656	256.6661
13.24	68.4213	-93.0688	-35.4074
13.25	48.4142	-98.9625	2.6103
13.26	30.0252	-100.3974	153.6367
13.27	11.4476	-97.6600	-66.1489
13.28	-3.4388	-96.6190	89.0177
13.29	-19.5063	-94.6808	125.8566
13.30	-32.3230	-78.3706	18.7679
13.31	-41.4603	-64.4927	1.2258
13.32	-48.7041	-54.6588	8.7022
13.33	-53.1999	-38.9239	9.9701
13.34	-56.8967	-26.8428	107.3480
13.35	-54.9415	-14.0297	12.1460
13.36	-55.9850	-2.1983	-10.0442
13.37	-57.4432	10.7047	184.8631
13.38	-56.0059	26.6544	-76.9060
